Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
Maersk Oil UK Limited,PL1658.12,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.13,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.14,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.6,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.8,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.24,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.16,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.12,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659.15,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.6,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1659JP7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.05,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PL2819,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.28,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Ithaca Energy UK Limited,PL2819JW1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.026,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PL2820,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,2.28,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Ithaca Energy UK Limited,PL2820JP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PL2820JP2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.044,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PL2820JP3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.053,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy UK Limited,PL2820JP4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.042,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1895,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5.47,7.315,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1842.4JW12,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.63,0.021,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1842.5JAQ2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.63,0.036,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1842.5JAQ2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,0.24,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1841.4JWI1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.63,0.041,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1841.3JWI1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.37,0.041,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Tullow Oil SK Limited,PL933,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,34.5,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Tullow Oil SK Limited,PL2492,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,10,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL373,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,4.8,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL374,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,9.3,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL1636,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5,11.2,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL1638,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5,4.5,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL1058.1-2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5,19.9,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL124,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,1.99,Yes,Yes,No,Chemicals,Seabed Laid,Partial Removal
Endeavour Energy UK Limited,PL1619.1 to PL1619.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.75,21.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Endeavour Energy UK Limited,PL1619.3 to PL1619.8,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,21.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Endeavour Energy UK Limited,PL1620,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.625984252,21.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Endeavour Energy UK Limited,PL1620,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.625984252,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
Endeavour Energy UK Limited,PL1623.1 and PL1623.2 ,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.75,0.037,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Endeavour Energy UK Limited,PL1626.1 to PL1626.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.75,5.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Endeavour Energy UK Limited,PL1626.3 to PL1626.8,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,5.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
BP Exploration (Alpha) Limited,PL1375/1-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.725,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1376/1-6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.04,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1377/1-6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.17,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1378/1-6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.145,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1379/1-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.25,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1380/1-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.74,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1381/1-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.145,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1382/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.054,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1383/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,2.382,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1397,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.697,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1402/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,2.8,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1403/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.239,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1404/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.09,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1405/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.066,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1406/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.066,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1408/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1409/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.11,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1410/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.082,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1412,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.777,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1425/1-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.2,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1426/1-6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.19,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1427/1-6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,2.986,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1434/1-2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,3.679,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1435/1-2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.082,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1776/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.04,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1777/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.042,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1780/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1781/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.07,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1850.1-10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.098,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1982,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.725,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL2025JWW1/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.166,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1370/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.089,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1371/1-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,4.812,Yes,Yes,No,Chemicals,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,PL1372/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.13,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1373/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.09,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL1374/1-3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.088,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL2018.1-9(JLP07),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.138,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL2019.1-6(JLW10),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.12,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,PL2020(JLW10),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.082,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Shell U.K. Limited,PL303,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.015748031,3.5,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL479-487,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.015748031,2.5,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,PL637,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5,7,Yes,Yes,No,Chemicals,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PL1443.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,6.2,Yes,Yes,No,Chemicals,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PL1443.3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.81,0.06,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Marathon Oil UK LLC,PL1444.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,62,Yes,Yes,No,Chemicals,Trenched and Burried,Partial Removal
BG Global Energy Limited,PL2031,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,77.6,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
BG Global Energy Limited,PL2031JAW1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.144,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BG Global Energy Limited,PL2031JAW2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.04,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
BG Global Energy Limited,PL2032,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,11.869,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Premier Oil E&P UK Limited,PL2808,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.74,1.833,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL455,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,118.503,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
Chrysaor Production (U.K.) Limited,PL855,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,26.75,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL2811,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,28,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL985.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.375,2,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL985.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.375,2,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL985.3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.375,2,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2000,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.7,3.82,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2001,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.4,3.81,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL644,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.8,7.995,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL645,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.8,7.098,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL646,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.8,5.841,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL980,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,8.14915,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2350JN2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3.5,9.519,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2351JN2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.0604,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2328,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.5,9.67,Yes,Yes,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL236,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.385,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL237,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.3663,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL238,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.875,0.347,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL34,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.875,0.336,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL647,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.19,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2574,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11.23622055,0.39,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL4262.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.980315025,5.55,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL4261.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.980315025,2.842,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL1548,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,1.715,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1549,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,6.578,Yes,Yes,No,Chemicals,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL4987,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.039,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
